ID,Nom du producteur,Pays,Continent,Région / Ville,Type de producteur,Produits principaux,Bio,Équitable,Certification,Site internet,Email,Téléphone,WhatsApp,LinkedIn,Instagram,Facebook,Contact / Responsable,Adresse,Source,Notes
ETH-00049,Asociación Integral de Productores Agroecológico el Mirador (ASIPAEM),Bolivie,Amérique latine & Caraïbes,Cerro Verde,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Municipio La Asunta Comunidad Cerro Verde, Cerro Verde, Bolivia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 44349 — statut certification : Certified — organisme : FLOCERT
ETH-00050,Asociación Integral de Productores Ecológicos de Pumiri (AIPEP),Bolivie,Amérique latine & Caraïbes,Caranavi,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Yungas de la Paz, Calama, Caranavi, Bolivia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 21893 — statut certification : Certified — organisme : FLOCERT
ETH-00051,Asociación de Productores de Café Ecológico (APROCAFE),Bolivie,Amérique latine & Caraïbes,Caranavi,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Comunidad Pachamama No1 Central Noreste - Caranavi, Caranavi, Bolivia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 3684 — statut certification : Certified — organisme : FLOCERT
ETH-00052,Cooperativa Agropecuaria Alto Sajama,Bolivie,Amérique latine & Caraïbes,Caranavi,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation ; Trader,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Alto Sajama, Caranavi, Bolivia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 850 — statut certification : Certified — organisme : FLOCERT
ETH-00053,Cooperativa Agropecuaria Antofagasta Ltda.,Bolivie,Amérique latine & Caraïbes,El Alto,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Av Idelfonso de las Munecas Esq Pucarani, Edificio Llajta Nr. 340, Piso 1, Casilla No. 14928 (Fecafeb), FECAFEB: Av. Juan Pablo II # 2926 (Frente a Base Aerea), El Alto, Bolivia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 833 — statut certification : Certified — organisme : FLOCERT
ETH-00054,Cooperativa Agropecuaria BIO ARABICA R.L,Bolivie,Amérique latine & Caraïbes,El Alto,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Av. Nestor Galindo N° 2740 Zona Tilata 3, El Alto La Paz - Bolivia, El Alto, Bolivia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 37164 — statut certification : Certified — organisme : FLOCERT
ETH-00055,Cooperativa Agropecuaria Integral Corpus Cristhy Illampu R.L (COOACI),Bolivie,Amérique latine & Caraïbes,Caranavi,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Colonia Illampu, 14928, Caranavi, Bolivia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 3645 — statut certification : Certified — organisme : FLOCERT
ETH-00056,Cooperativa Agropecuaria Mejillones RL (CAM),Bolivie,Amérique latine & Caraïbes,El Alto,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"""Zona Villa Bolívar """"E""""  Av. Uru Uru Nº 2150  "", El Alto, Bolivia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 929 — statut certification : Certified — organisme : FLOCERT
ETH-00057,Cooperativa Agrícola Villa Oriente R.L.,Bolivie,Amérique latine & Caraïbes,El Alto,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Carretera, La Paz Oruro (Cruce Ventilla), Zona de producción y acopio; Cantón Rosario, El Alto, Bolivia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 874 — statut certification : Certified — organisme : FLOCERT
ETH-00058,Cooperativa Integral Agrícola de Productores Ecológicos (CIAPEC),Bolivie,Amérique latine & Caraïbes,Caranavi,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Cantón Rosario entre Ríos, Nuevos Horizontes III Av. Huayna Potosí No.50 El Alto, Choronta, Caranavi, Bolivia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 3795 — statut certification : Certified — organisme : FLOCERT
ETH-00059,Corporación Agropecuaria Campesina Carrasco La Reserva (CORACA CARRASCO),Bolivie,Amérique latine & Caraïbes,La Paz,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Av. Juan Pablo II No. 2926 (Fecafeb), Cantón Carrasco La Reserva, provincia Caranavi, La Paz, Bolivia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 865 — statut certification : Certified — organisme : FLOCERT
ETH-00060,Unión de Productores Agropecuarios - UPROAGRO,Bolivie,Amérique latine & Caraïbes,La Paz,Coopérative / organisation de petits producteurs,"Café, Herbes, infusions & épices",À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Casilla 8982, La Paz, Bolivia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 2366 — statut certification : Certified — organisme : FLOCERT
ETH-00061,Asociación Comunitaria Ecológica e Integral de Quinua – Chalgua (ACEINQUI-CH),Bolivie,Amérique latine & Caraïbes,Chalgua,Coopérative / organisation de petits producteurs,Céréales,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Salinas de Garci Mendoza, Chalgua, Bolivia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 45957 — statut certification : Certified — organisme : FLOCERT
ETH-00062,Asociación Comunitaria Integral Florida,Bolivie,Amérique latine & Caraïbes,Ladislao Cabrera,Coopérative / organisation de petits producteurs,Céréales,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Comunidad Florida, Ladislao Cabrera, Bolivia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 34393 — statut certification : Certified — organisme : FLOCERT
ETH-00063,Asociación Integral de Productores Orgánicos (AIPROCA),Bolivie,Amérique latine & Caraïbes,Capura,Coopérative / organisation de petits producteurs,Céréales,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Plaza Central de la Comunidad Capura, Capura, Bolivia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 26592 — statut certification : Certified — organisme : FLOCERT
ETH-00064,Asociación de Agricultores de Quinua Real (AGRO-QUINUA),Bolivie,Amérique latine & Caraïbes,Challapata,Coopérative / organisation de petits producteurs,Céréales,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Calle Esquillana No 4014 Urbanización Cosmos 79, Zona Collpani, Calle Sucre No16 Villarro y Ecuador, Challapata, Bolivia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 27772 — statut certification : Certified — organisme : FLOCERT
ETH-00065,Asociación de Productores Agropecuarios Vintuta - APRAVI,Bolivie,Amérique latine & Caraïbes,Vintuta,Coopérative / organisation de petits producteurs,Céréales,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Vintuta, Potosí, Vintuta, Bolivia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 33470 — statut certification : Certified — organisme : FLOCERT
ETH-00066,Asociación de Productores de Quinua Real y Ganado Camelido (APROQUIRGAC),Bolivie,Amérique latine & Caraïbes,Coroma,Coopérative / organisation de petits producteurs,Céréales,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Bella Vista, Coroma, Bolivia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 37022 — statut certification : Certified — organisme : FLOCERT
ETH-00067,Asociación Agroindustrial de Recursos Naturales del Río Manuripi Pando (AARENARMAPA),Bolivie,Amérique latine & Caraïbes,Puerto Rico,Coopérative / organisation de petits producteurs,Fruits à coque,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Puerto Rico provincia de Manuripi, Puerto Rico, Bolivia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 44703 — statut certification : Certified — organisme : FLOCERT
ETH-00068,Asociación Indígena de Recolectores Muije (Air Muije),Bolivie,Amérique latine & Caraïbes,Riberalta - Beni,Coopérative / organisation de petits producteurs,Fruits à coque,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Calle Palo Amarillo s/n Barrio Los Almendros, Riberalta - Beni, Bolivia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 25852 — statut certification : Certified — organisme : FLOCERT
ETH-00069,Asociación Sociedad de Exportación de Familias Extractivistas Norte de Bolivia (SEFENBO),Bolivie,Amérique latine & Caraïbes,Cobija,Coopérative / organisation de petits producteurs,Fruits à coque,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Avenida Chelio Luna Pizarro esquina Tarija, edificio CIFCA PANDO, Cobija, Bolivia",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 37321 — statut certification : Certified — organisme : FLOCERT
ETH-00070,APPCER - Associação dos Pequenos Produtores do Cerrado,Brésil,Amérique latine & Caraïbes,Patrocínio,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Av. Faria Pereira, 3076, Sala 201, Bairro São Cristóvãol, 38742-218, Patrocínio, Brazil",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 26128 — statut certification : Certified — organisme : FLOCERT
ETH-00071,APRMJ - Associaçâo dos Produtores Rurais do Municipio de Jeriquara,Brésil,Amérique latine & Caraïbes,Jeriquara,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Rua Cândida Cintra Lima , 350 Bairro Sinhá Junqueira,  14450-000, Jeriquara, Brazil",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 30171 — statut certification : Certified — organisme : FLOCERT
ETH-00072,APROCADOC - Associação dos Produtores de Café de Dois Córregos,Brésil,Amérique latine & Caraïbes,Dois Corregos,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Rua Olaria, 40 – Jardim Arco-Iris, 17300-000, Dois Corregos, Brazil",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 5612 — statut certification : Certified — organisme : FLOCERT
ETH-00073,APROD - Associação dos Cafeicultores de Monntanha de Divinolandia,Brésil,Amérique latine & Caraïbes,Divinolândia,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Rodovia Vicinal Divinolândia a Poços de Caldas, Km 02, Bairro Santo ambrósio,, 13780-000, Divinolândia, Brazil",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 28127 — statut certification : Certified — organisme : FLOCERT
ETH-00074,ASCARIVE - Associacao Dos Cafeicultores do Vale do Rio Verde,Brésil,Amérique latine & Caraïbes,Carmo de Minas,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"RUA GORGULHO, Nº 926. LOJA 02., 37472-000, Carmo de Minas, Brazil",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 21331 — statut certification : Certified — organisme : FLOCERT
ETH-00075,ASSOPRO- Associação dos Pequenos Produtores de Ouro Fino,Brésil,Amérique latine & Caraïbes,Ouro Fino,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Rua Mário Miranda 96, Centro, 37570 - 000, Ouro Fino, Brazil",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 20009 — statut certification : Certified — organisme : FLOCERT
ETH-00076,Associação dos Cafeicultores do Bairro Gabirobal (ACAFEG),Brésil,Amérique latine & Caraïbes,Andradas,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Estrada Andradas/Bairro Gabirobal, km 14, sede, Bairro Gabirobal, Andradas, Minas Gerais., 37795-000, Andradas, Brazil",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 18987 — statut certification : Certified — organisme : FLOCERT
ETH-00077,Associação dos Produtores de Cafes Especiais do Bairro de Santa Luzia e Região (APSL),Brésil,Amérique latine & Caraïbes,Espirito Santo do Pinhal,Coopérative / organisation de petits producteurs,Café,À vérifier,Oui,Fairtrade International / FLOCERT — Producer - Small Producer Organisation,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,Non trouvé,"Estrada Vicinal Prefeito Agenor Mondadori S/N, Espirito Santo do Pinhal, Brazil",Fairtrade Finder / FLOCERT (API officielle assurance-ix) — https://www.fairtrade.net/en/fairtrade-finder.html,FLO-ID 40917 — statut certification : Certified — organisme : FLOCERT
